Ind1,HapIndex1,Ind2,HapIndex2,Scaffold,IBDStart,IBDEnd,Lod,IBDlen,pw_dist
CB375,1,CB414,1,6,6.926,67.676,5.51,60.75,652.7467011953383
CB375,1,CB414,1,6,83.279,83.891,3.88,0.612,652.7467011953383
CB375,2,CB414,2,7,10.788,35.332,4.2,24.544,652.7467011953383
CB375,1,CB414,1,7,47.877,49.815,6.55,1.938,652.7467011953383
CB375,2,CB414,2,7,55.581,61.099,14.75,5.518,652.7467011953383
CB375,2,CB414,2,7,74.683,97.637,6.05,22.954,652.7467011953383
CB375,2,CB416,1,1,2.837,7.852,7.36,5.015,579.8653170663061
CB375,2,CB416,1,3,95.154,95.471,7.44,0.317,579.8653170663061
CB375,2,CB416,1,4,20.018,93.429,17.27,73.411,579.8653170663061
CB375,2,CB416,1,5,63.107,67.37,13.96,4.263,579.8653170663061
CB375,2,CB416,1,6,0.236,1.95,5.8,1.714,579.8653170663061
CB375,1,CB416,1,6,9.216,11.501,5.28,2.285,579.8653170663061
CB375,2,CB416,1,6,56.199,71.025,4.18,14.826,579.8653170663061
CB375,2,CB416,1,7,48.89,77.895,5.74,29.005,579.8653170663061
CB375,1,CB417,2,1,7.602,13.473,5.68,5.871,516.9136286224787
CB375,1,CB417,2,2,18.802,19.465,3.91,0.663,516.9136286224787
CB375,1,CB417,2,2,30.281,32.559,7.06,2.278,516.9136286224787
CB375,2,CB417,1,2,60.249,75.898,3.56,15.649,516.9136286224787
CB375,1,CB417,2,3,117.63,119.452,4.06,1.822,516.9136286224787
CB375,2,CB417,1,4,0.044,93.734,8.98,93.69,516.9136286224787
CB375,2,CB417,2,5,65.836,66.88,5.54,1.044,516.9136286224787
CB375,1,CB417,2,5,184.006,187.384,5.16,3.378,516.9136286224787
CB375,1,CB417,2,6,19.299,25.551,7.17,6.252,516.9136286224787
CB375,1,CB417,2,6,34.114,39.861,7.61,5.747,516.9136286224787
CB375,2,CB417,2,6,53.269,68.229,4.19,14.96,516.9136286224787
CB375,2,CB417,2,6,82.076,82.551,3.86,0.475,516.9136286224787
CB375,1,CB417,1,7,26.622,26.86,3.39,0.238,516.9136286224787
CB375,1,CB417,2,7,68.355,97.693,3.61,29.338,516.9136286224787
CB375,2,CB418,1,1,7.796,43.099,3.75,35.303,382.5611404518517
CB375,2,CB418,1,2,44.314,46.659,5.86,2.345,382.5611404518517
CB375,2,CB418,2,5,144.345,148.557,5.36,4.212,382.5611404518517
CB375,2,CB418,1,7,15.834,17.097,3.22,1.263,382.5611404518517
CB375,2,CB475,1,3,0.637,2.267,3.16,1.63,7572.054535190968
CB375,1,CB477,2,4,28.662,30.951,3.96,2.289,7425.188554569152
CB375,2,CB477,1,4,83.33,86.047,3.19,2.717,7425.188554569152
CB375,2,CB477,2,6,17.475,17.663,9.15,0.188,7425.188554569152
CB375,2,CB477,2,6,36.068,36.512,3.94,0.444,7425.188554569152
CB375,2,CB478,2,4,28.101,29.002,3.36,0.901,7227.462600056783
CB375,2,CB478,2,6,0.719,1.95,3.11,1.231,7227.462600056783
CB375,1,CB478,1,6,6.226,6.826,5.86,0.6,7227.462600056783
CB375,1,CB479,1,1,34.896,37.286,4.49,2.39,6416.540599513878
CB375,2,CB479,2,2,10.778,12.132,4.63,1.354,6416.540599513878
CB375,1,CB479,1,3,117.43,119.129,3.71,1.699,6416.540599513878
CB375,1,CB479,1,4,10.034,39.61,3.45,29.576,6416.540599513878
CB375,2,CB479,2,5,69.886,177.921,6.22,108.035,6416.540599513878
CB375,1,CB479,1,5,194.031,195.527,3.34,1.496,6416.540599513878
CB375,1,CB479,1,6,2.435,3.255,16.63,0.82,6416.540599513878
CB375,1,CB479,1,7,27.333,28.939,6.68,1.606,6416.540599513878
CB375,1,CB479,1,7,69.296,71.008,3.01,1.712,6416.540599513878
CB375,2,CB480,2,1,17.901,18.12,3.06,0.219,6327.013877288147
CB375,1,CB480,1,5,22.045,37.431,5.29,15.386,6327.013877288147
CB376,2,CB377,1,1,1.167,2.785,3.01,1.618,98.63115758627444
CB376,2,CB377,1,1,19.341,37.525,3.22,18.184,98.63115758627444
CB376,1,CB377,2,2,12.337,13.13,3.25,0.793,98.63115758627444
CB376,1,CB377,2,2,23.067,23.371,3.1,0.304,98.63115758627444
CB376,1,CB377,2,2,57.687,81.666,3.02,23.979,98.63115758627444
CB376,2,CB377,1,3,134.529,146.022,7.11,11.493,98.63115758627444
CB376,1,CB377,2,4,15.129,114.226,9.25,99.097,98.63115758627444
CB376,2,CB377,1,5,74.762,76.206,3.37,1.444,98.63115758627444
CB376,2,CB377,1,5,150.136,165.282,4.36,15.146,98.63115758627444
CB376,2,CB377,1,6,2.357,78.772,5.21,76.415,98.63115758627444
CB376,1,CB381,2,1,7.914,44.57,3.83,36.656,795.1577603198424
CB376,1,CB381,2,2,5.471,98.687,3.84,93.216,795.1577603198424
CB376,1,CB381,1,4,46.264,48.73,4.29,2.466,795.1577603198424
CB376,1,CB381,2,5,150.584,173.011,6.93,22.427,795.1577603198424
CB376,2,CB382,2,5,6.251,7.158,3.31,0.907,934.656301858724
CB376,2,CB383,1,3,32.408,33.892,6.82,1.484,1036.6774377801253
CB376,2,CB383,2,3,144.903,146.359,5.13,1.456,1036.6774377801253
CB376,1,CB383,1,4,115.569,116.217,3.22,0.648,1036.6774377801253
CB376,2,CB385,1,7,16.931,17.356,3.08,0.425,1726.1195577027295
CB376,2,CB388,1,2,74.692,75.891,4.84,1.199,2456.3652154395268
CB376,2,CB388,1,6,26.127,26.273,3.05,0.146,2456.3652154395268
CB376,2,CB388,1,7,18.363,18.771,3.73,0.408,2456.3652154395268
CB376,2,CB392,1,5,65.741,67.16,4.5,1.419,3544.7256815788096
CB376,1,CB394,1,3,75.811,77.291,3.19,1.48,3699.5620617490704
CB376,1,CB394,1,5,30.497,38.536,4.21,8.039,3699.5620617490704
CB376,2,CB399,2,1,7.792,7.842,3.34,0.05,3644.6837240343075
CB376,2,CB399,2,5,68.055,68.975,3.14,0.92,3644.6837240343075
CB376,2,CB399,2,5,179.319,179.529,3.37,0.21,3644.6837240343075
CB376,2,CB399,1,7,9.611,9.661,3.96,0.05,3644.6837240343075
CB376,2,CB401,1,1,39.257,40.314,3.26,1.057,3557.7720338742956
CB376,1,CB401,1,5,68.03,68.975,3.48,0.945,3557.7720338742956
CB376,1,CB405,1,1,26.631,27.567,9.48,0.936,3427.8113149471837
CB376,2,CB405,1,5,66.116,66.943,3.36,0.827,3427.8113149471837
CB376,2,CB406,1,5,27.169,38.03,4.56,10.861,3356.1019242063867
CB376,1,CB408,2,1,10.466,11.162,4.19,0.696,3177.7164944494925
CB376,1,CB408,2,1,39.793,39.985,4.08,0.192,3177.7164944494925
CB376,1,CB410,2,1,26.631,27.054,5.76,0.423,2645.4345612387706
CB376,2,CB410,1,6,29.798,30.05,3.12,0.252,2645.4345612387706
CB376,2,CB412,1,5,28.691,37.683,4.3,8.992,2381.94876243815
CB376,2,CB412,2,7,25.138,25.188,5.09,0.05,2381.94876243815
CB376,1,CB414,1,7,8.196,9.089,7.03,0.893,2129.58081047494
CB376,2,CB416,2,2,1.286,1.567,4.93,0.281,2009.3201185417536
CB376,2,CB416,2,2,65.046,76.126,3.18,11.08,2009.3201185417536
CB376,1,CB416,1,3,110.093,111.069,3.06,0.976,2009.3201185417536
CB376,2,CB417,1,1,43.057,43.305,5.86,0.248,1949.6167268784397
CB376,1,CB418,2,4,89.243,90.515,3.53,1.272,1836.1826610644973
CB376,2,CB418,1,5,64.738,66.146,4.87,1.408,1836.1826610644973
CB376,1,CB418,2,6,76.837,77.799,3.45,0.962,1836.1826610644973
CB376,1,CB475,2,3,155.923,157.549,3.33,1.626,6829.152287141814
CB376,1,CB475,2,5,160.51,161.63,4.78,1.12,6829.152287141814
CB376,1,CB475,2,6,2.677,17.526,3.37,14.849,6829.152287141814
CB376,1,CB475,2,7,9.314,9.369,4.24,0.055,6829.152287141814
CB376,1,CB478,2,6,48.281,48.67,3.27,0.389,6750.319385183531
CB376,1,CB480,1,1,7.718,7.768,3.76,0.05,6642.972677412222
CB377,2,CB381,2,1,3.4,7.423,5.19,4.023,713.8618199080723
CB377,2,CB381,2,1,35.982,36.745,3.32,0.763,713.8618199080723
CB377,2,CB381,2,2,3.775,8.559,8.13,4.784,713.8618199080723
CB377,2,CB381,1,2,36.182,121.487,3.54,85.305,713.8618199080723
CB377,2,CB381,2,3,34.022,35.778,20.09,1.756,713.8618199080723
CB377,2,CB381,2,3,115.728,118.399,3.62,2.671,713.8618199080723
CB377,2,CB381,2,4,2.336,114.451,7.21,112.115,713.8618199080723
CB377,2,CB381,2,5,11.097,180.59,10.84,169.493,713.8618199080723
CB377,2,CB381,2,7,24.066,36.571,4.2,12.505,713.8618199080723
CB377,1,CB382,2,3,111.6,112.576,4.16,0.976,848.4532846461574
CB377,1,CB382,1,5,0.687,2.151,4.02,1.464,848.4532846461574
CB377,1,CB382,2,6,32.159,32.852,6.68,0.693,848.4532846461574
CB377,1,CB382,2,7,32.419,33.068,4.85,0.649,848.4532846461574
CB377,1,CB383,1,1,7.863,23.772,4.62,15.909,953.606611818993
CB377,1,CB383,1,2,65.198,68.437,3.7,3.239,953.606611818993
CB377,1,CB383,1,3,123.164,152.104,4.23,28.94,953.606611818993
CB377,2,CB383,2,5,12.807,35.822,4.48,23.015,953.606611818993
CB377,1,CB383,1,7,17.352,17.438,12.85,0.086,953.606611818993
CB377,1,CB385,1,4,26.978,27.474,7.35,0.496,1656.3368482444612
CB377,2,CB388,1,2,18.815,19.507,3.72,0.692,2392.2565725730406
CB377,1,CB388,2,5,86.205,86.661,3.97,0.456,2392.2565725730406
CB377,1,CB388,2,5,183.037,184.167,4.48,1.13,2392.2565725730406
CB377,2,CB391,1,4,53.867,58.329,4.62,4.462,3277.698327185603
CB377,2,CB394,2,2,59.179,59.993,3.47,0.814,3622.9074818609406
CB377,2,CB394,2,5,183.739,184.167,3.54,0.428,3622.9074818609406
CB377,1,CB394,2,6,19.626,21.005,4.6,1.379,3622.9074818609406
CB377,2,CB399,2,3,29.979,30.829,4.72,0.85,3565.9808923273877
CB377,2,CB399,2,7,17.381,17.431,3.16,0.05,3565.9808923273877
CB377,2,CB401,1,7,19.168,20.22,3.2,1.052,3479.4467188882145
CB377,1,CB401,1,7,56.366,57.766,3.11,1.4,3479.4467188882145
CB377,1,CB405,1,2,49.436,49.687,3.06,0.251,3349.4795147268183
CB377,1,CB405,2,5,20.198,26.53,4.41,6.332,3349.4795147268183
CB377,1,CB405,2,5,67.163,67.464,3.15,0.301,3349.4795147268183
CB377,1,CB406,1,2,30.933,32.325,3.77,1.392,3278.793727437429
CB377,1,CB406,2,3,101.117,101.644,3.07,0.527,3278.793727437429
CB377,1,CB406,1,6,19.627,20.859,10.33,1.232,3278.793727437429
CB377,1,CB406,1,7,27.444,28.903,3.19,1.459,3278.793727437429
CB377,1,CB407,2,2,30.933,32.392,6.09,1.459,3135.432309489241
CB377,1,CB407,1,4,53.867,58.501,4.67,4.634,3135.432309489241
CB377,2,CB410,2,7,25.944,26.562,3.11,0.618,2567.9122431888345
CB377,1,CB412,1,1,11.07,46.129,3.22,35.059,2301.1399477540426
CB377,2,CB412,1,5,67.787,68.03,3.75,0.243,2301.1399477540426
CB377,1,CB414,1,5,67.859,68.041,3.66,0.182,2047.777819009679
CB377,2,CB416,1,1,44.969,45.366,3.86,0.397,1930.6793174343325
CB377,1,CB416,2,5,26.982,31.105,5.79,4.123,1930.6793174343325
CB377,1,CB416,2,7,0.416,2.96,3.21,2.544,1930.6793174343325
CB377,2,CB417,1,5,62.609,64.678,5.56,2.069,1870.3473743062439
CB377,2,CB417,1,6,29.37,29.796,9.55,0.426,1870.3473743062439
CB377,2,CB418,2,1,22.086,22.309,4.55,0.223,1754.7234109072162
CB377,2,CB418,1,2,4.993,61.686,9.63,56.693,1754.7234109072162
CB377,2,CB418,2,3,168.329,172.105,3.99,3.776,1754.7234109072162
CB377,2,CB418,1,5,15.381,69.416,9.06,54.035,1754.7234109072162
CB377,1,CB418,2,6,6.701,6.786,3.18,0.085,1754.7234109072162
CB377,2,CB418,1,6,29.57,29.976,10.21,0.406,1754.7234109072162
CB377,2,CB418,1,7,6.846,9.882,3.29,3.036,1754.7234109072162
CB377,1,CB475,2,2,75.641,77.006,3.05,1.365,6825.719436874098
CB377,1,CB475,1,4,33.649,38.202,4.61,4.553,6825.719436874098
CB377,2,CB475,2,5,160.42,161.655,3.06,1.235,6825.719436874098
CB377,1,CB475,1,5,206.852,208.303,9.41,1.451,6825.719436874098
CB377,1,CB475,2,7,19.168,66.603,3.6,47.435,6825.719436874098
CB377,2,CB477,1,3,63.337,65.545,3.87,2.208,6852.106833200747
CB377,1,CB477,2,5,12.997,85.592,4.53,72.595,6852.106833200747
CB377,2,CB477,1,7,86.155,88.897,5.47,2.742,6852.106833200747
CB377,1,CB478,1,3,29.979,30.863,4.93,0.884,6727.0630983373285
CB377,1,CB478,1,4,9.691,10.032,3.05,0.341,6727.0630983373285
CB377,1,CB478,1,7,26.337,27.449,3.26,1.112,6727.0630983373285
CB377,2,CB479,1,4,74.565,75.876,4.53,1.311,6330.3825352511685
CB377,2,CB479,1,5,5.927,11.681,4.19,5.754,6330.3825352511685
CB377,2,CB479,1,6,1.95,2.25,3.03,0.3,6330.3825352511685
CB377,2,CB480,2,1,9.358,9.691,5.32,0.333,6573.63689963506
CB377,1,CB480,2,1,43.358,43.517,14.31,0.159,6573.63689963506
CB377,2,CB480,2,6,5.854,6.898,11.54,1.044,6573.63689963506
CB377,2,CB480,2,6,22.859,23.571,4.24,0.712,6573.63689963506
CB381,2,CB382,1,1,7.669,7.755,9.26,0.086,157.43911309192742
CB381,1,CB382,1,2,49.706,80.642,4.74,30.936,157.43911309192742
CB381,2,CB382,2,3,0.22,3.728,4.15,3.508,157.43911309192742
CB381,2,CB382,2,3,78.928,80.326,11.56,1.398,157.43911309192742
CB381,2,CB382,2,4,0.278,0.657,3.65,0.379,157.43911309192742
CB381,2,CB382,2,5,20.187,53.475,4.61,33.288,157.43911309192742
CB381,2,CB382,2,5,97.052,105.34,3.25,8.288,157.43911309192742
CB381,2,CB382,2,6,41.583,42.851,13.95,1.268,157.43911309192742
CB381,1,CB382,1,6,58.274,62.974,8.57,4.7,157.43911309192742
CB381,1,CB382,1,7,14.486,14.829,5.11,0.343,157.43911309192742
CB381,2,CB382,2,7,65.648,66.603,7.35,0.955,157.43911309192742
CB381,1,CB383,2,1,13.647,17.442,3.15,3.795,242.39500665871478
CB381,2,CB383,2,6,29.795,31.459,3.62,1.664,242.39500665871478
CB381,2,CB385,2,3,146.896,148.712,3.6,1.816,959.4936007094707
CB381,2,CB385,1,5,33.734,38.284,20.31,4.55,959.4936007094707
CB381,1,CB385,2,5,72.483,73.721,11.22,1.238,959.4936007094707
CB381,2,CB388,2,1,7.697,7.748,7.84,0.051,1707.0220208453968
CB381,2,CB388,2,1,20.126,20.485,5.87,0.359,1707.0220208453968
CB381,2,CB388,1,2,18.159,19.046,3.49,0.887,1707.0220208453968
CB381,2,CB388,2,2,27.759,29.698,3.05,1.939,1707.0220208453968
CB381,1,CB388,2,3,3.786,14.385,3.65,10.599,1707.0220208453968
CB381,2,CB388,2,4,66.561,69.552,3.42,2.991,1707.0220208453968
CB381,2,CB388,1,5,69.467,70.072,4.78,0.605,1707.0220208453968
CB381,2,CB388,2,6,37.377,59.557,3.13,22.18,1707.0220208453968
CB381,2,CB388,2,7,20.529,21.801,3.53,1.272,1707.0220208453968
CB381,1,CB388,1,7,96.207,97.274,10.57,1.067,1707.0220208453968
CB381,2,CB391,1,2,82.41,87.505,3.25,5.095,2571.653751755444
CB381,2,CB391,2,7,74.072,75.075,3.42,1.003,2571.653751755444
CB381,2,CB394,1,1,7.697,7.748,7.84,0.051,2910.118333985914
CB381,2,CB394,1,3,8.847,12.891,5.43,4.044,2910.118333985914
CB381,1,CB394,2,3,115.39,116.171,3.24,0.781,2910.118333985914
CB381,1,CB394,2,5,65.812,65.952,3.19,0.14,2910.118333985914
CB381,2,CB394,1,6,17.895,18.125,10.29,0.23,2910.118333985914
CB381,2,CB394,1,6,18.978,19.279,4.65,0.301,2910.118333985914
CB381,2,CB394,1,7,79.375,80.343,5.87,0.968,2910.118333985914
CB381,2,CB399,1,1,7.719,7.862,3.33,0.143,2852.22207232138
CB381,1,CB399,2,3,146.165,146.899,7.38,0.734,2852.22207232138
CB381,1,CB399,2,7,75.531,78.018,3.42,2.487,2852.22207232138
CB381,2,CB401,1,1,7.858,7.908,3.73,0.05,2765.7981525081436
CB381,1,CB401,1,5,65.812,105.34,3.19,39.528,2765.7981525081436
CB381,2,CB401,1,6,37.377,38.298,3.43,0.921,2765.7981525081436
CB381,1,CB401,1,7,12.369,12.87,9.11,0.501,2765.7981525081436
CB381,1,CB405,1,3,66.52,69.328,3.46,2.808,2635.837496601722
CB381,1,CB405,1,6,52.578,55.054,3.96,2.476,2635.837496601722
CB381,1,CB406,1,3,8.73,12.937,6.54,4.207,2565.6363257594376
CB381,1,CB406,2,5,71.133,71.557,4.09,0.424,2565.6363257594376
CB381,1,CB406,2,6,17.895,55.531,11.87,37.636,2565.6363257594376
CB381,2,CB406,1,7,27.444,28.903,3.49,1.459,2565.6363257594376
CB381,2,CB407,1,2,71.766,73.533,3.74,1.767,2422.7082193776105
CB381,2,CB407,1,3,78.928,80.326,11.56,1.398,2422.7082193776105
CB381,1,CB407,2,6,53.333,66.864,3.95,13.531,2422.7082193776105
CB381,2,CB408,2,5,63.727,64.678,3.44,0.951,2387.0584272973515
CB381,1,CB410,1,1,26.578,27.576,8.77,0.998,1854.7750899736043
CB381,1,CB410,2,7,25.649,26.677,3.78,1.028,1854.7750899736043
CB381,1,CB412,1,1,7.791,7.906,5.51,0.115,1587.431594207847
CB381,1,CB412,1,1,39.619,39.883,6.77,0.264,1587.431594207847
CB381,1,CB412,1,2,13.648,73.619,3.84,59.971,1587.431594207847
CB381,1,CB412,1,3,137.059,139.545,5.57,2.486,1587.431594207847
CB381,1,CB412,1,5,96.616,105.34,3.25,8.724,1587.431594207847
CB381,1,CB412,1,6,5.354,5.945,4.41,0.591,1587.431594207847
CB381,1,CB412,1,6,37.376,38.298,3.43,0.922,1587.431594207847
CB381,1,CB412,1,7,20.339,21.801,5.35,1.462,1587.431594207847
CB381,2,CB414,2,2,70.686,74.661,11.59,3.975,1334.5450715586162
CB381,2,CB414,2,3,110.148,110.667,5.43,0.519,1334.5450715586162
CB381,2,CB414,1,6,71.449,72.122,4.38,0.673,1334.5450715586162
CB381,2,CB414,2,7,14.712,14.829,3.13,0.117,1334.5450715586162
CB381,1,CB416,2,3,102.336,103.498,3.84,1.162,1217.1224942402673
CB381,2,CB416,2,5,9.023,13.601,3.63,4.578,1217.1224942402673
CB381,1,CB416,1,5,168.218,169.048,3.61,0.83,1217.1224942402673
CB381,2,CB417,2,2,13.648,14.183,3.84,0.535,1156.5807037787383
CB381,2,CB417,2,3,110.148,110.667,5.43,0.519,1156.5807037787383
CB381,2,CB417,2,5,159.85,160.868,3.4,1.018,1156.5807037787383
CB381,2,CB417,2,7,62.407,64.554,10.4,2.147,1156.5807037787383
CB381,2,CB418,2,1,9.813,12.446,4.46,2.633,1041.2477349955898
CB381,2,CB418,2,3,156.198,157.549,4.95,1.351,1041.2477349955898
CB381,1,CB418,1,6,45.905,48.345,6.05,2.44,1041.2477349955898
CB381,2,CB418,2,7,83.492,84.876,3.09,1.384,1041.2477349955898
CB381,1,CB475,1,7,18.38,26.648,3.36,8.268,7259.616976656954
CB381,1,CB477,2,2,65.198,66.95,5.65,1.752,7202.546098801129
CB381,2,CB477,1,5,12.764,13.717,7.98,0.953,7202.546098801129
CB381,2,CB478,1,7,16.415,17.103,3.01,0.688,7041.546399383789
CB381,1,CB479,1,1,7.669,7.72,7.76,0.051,6438.16900976321
CB381,1,CB479,1,3,7.897,11.686,4.79,3.789,6438.16900976321
CB381,1,CB479,1,4,59.262,63.422,4.1,4.16,6438.16900976321
CB381,1,CB479,1,5,11.613,13.717,11.83,2.104,6438.16900976321
CB381,1,CB479,1,6,37.374,39.03,3.86,1.656,6438.16900976321
CB381,1,CB479,1,7,5.424,6.604,3.31,1.18,6438.16900976321
CB381,1,CB479,2,7,17.551,18.299,4.67,0.748,6438.16900976321
CB381,2,CB480,1,1,22.257,22.396,22.35,0.139,6516.600333712975
CB382,2,CB385,1,1,7.741,7.961,3.98,0.22,868.9025671783716
CB382,1,CB385,2,1,31.756,32.392,6.32,0.636,868.9025671783716
CB382,2,CB385,1,1,43.534,44.571,13.89,1.037,868.9025671783716
CB382,2,CB385,2,3,97.623,138.091,3.2,40.468,868.9025671783716
CB382,1,CB385,2,3,150.097,151.761,4.87,1.664,868.9025671783716
CB382,1,CB385,2,4,4.521,4.906,5.33,0.385,868.9025671783716
CB382,1,CB385,1,5,11.657,12.801,3.27,1.144,868.9025671783716
CB382,1,CB385,2,5,142.32,147.853,9.13,5.533,868.9025671783716
CB382,1,CB385,2,6,0.041,13.087,3.6,13.046,868.9025671783716
CB382,1,CB385,1,7,9.316,9.474,5.02,0.158,868.9025671783716
CB382,1,CB388,1,1,7.705,7.906,4.1,0.201,1618.9130731498676
CB382,1,CB388,1,2,50.553,50.75,4.08,0.197,1618.9130731498676
CB382,1,CB388,1,3,7.83,13.191,5.75,5.361,1618.9130731498676
CB382,1,CB388,1,3,34.195,128.728,3.92,94.533,1618.9130731498676
CB382,2,CB388,1,3,148.887,149.46,5.98,0.573,1618.9130731498676
CB382,1,CB388,1,4,81.36,82.528,5.06,1.168,1618.9130731498676
CB382,1,CB388,1,5,173.192,174.121,3.77,0.929,1618.9130731498676
CB382,1,CB388,1,6,6.567,39.865,3.16,33.298,1618.9130731498676
CB382,1,CB388,1,6,57.653,63.592,8.3,5.939,1618.9130731498676
CB382,1,CB388,1,7,20.222,21.247,6.09,1.025,1618.9130731498676
CB382,1,CB388,1,7,41.868,87.695,3.41,45.827,1618.9130731498676
CB382,2,CB392,1,2,49.582,49.711,4.75,0.129,2653.8215233816854
CB382,1,CB392,2,5,87.051,87.42,5.11,0.369,2653.8215233816854
CB382,2,CB392,1,6,70.315,70.902,4.67,0.587,2653.8215233816854
CB382,1,CB394,2,1,7.705,7.901,4.1,0.196,2787.5585725280116
CB382,1,CB394,2,1,16.624,16.715,5.23,0.091,2787.5585725280116
CB382,1,CB394,2,1,44.506,44.956,4.88,0.45,2787.5585725280116
CB382,1,CB394,2,3,13.773,14.544,3.94,0.771,2787.5585725280116
CB382,1,CB394,1,3,175.969,179.83,3.62,3.861,2787.5585725280116
CB382,1,CB394,2,4,80.69,115.78,9.88,35.09,2787.5585725280116
CB382,1,CB394,2,5,74.608,75.596,6.64,0.988,2787.5585725280116
CB382,1,CB394,2,6,51.978,77.316,7.41,25.338,2787.5585725280116
CB382,1,CB394,2,7,25.064,44.728,4.33,19.664,2787.5585725280116
CB382,1,CB399,1,2,56.034,56.406,3.49,0.372,2725.5487519591484
CB382,2,CB399,2,4,91.698,92.587,3.13,0.889,2725.5487519591484
CB382,2,CB399,2,5,88.991,113.294,19.4,24.303,2725.5487519591484
CB382,1,CB399,1,5,208.63,211.947,4.68,3.317,2725.5487519591484
CB382,1,CB399,1,6,-0.025,0.24,8.01,0.265,2725.5487519591484
CB382,1,CB399,1,7,28.81,44.572,4.8,15.762,2725.5487519591484
CB382,2,CB401,1,1,7.883,7.933,4.04,0.05,2639.986202466428
CB382,1,CB401,1,2,2.662,4.503,5.36,1.841,2639.986202466428
CB382,1,CB401,1,2,56.056,68.894,3.22,12.838,2639.986202466428
CB382,1,CB401,1,3,76.081,135.83,7.64,59.749,2639.986202466428
CB382,1,CB401,1,4,16.828,28.231,6.65,11.403,2639.986202466428
CB382,1,CB401,1,5,11.685,131.189,6.31,119.504,2639.986202466428
CB382,1,CB401,1,5,184.187,185.055,3.44,0.868,2639.986202466428
CB382,2,CB401,2,6,54.31,56.297,5.25,1.987,2639.986202466428
CB382,2,CB401,2,6,66.459,69.788,3.7,3.329,2639.986202466428
CB382,1,CB401,1,7,25.064,48.968,4.03,23.904,2639.986202466428
CB382,1,CB405,2,1,46.027,46.227,3.66,0.2,2510.1636108667085
CB382,1,CB405,1,6,27.648,27.83,3.36,0.182,2510.1636108667085
CB382,2,CB406,2,1,7.683,11.52,4.2,3.837,2442.2085946838083
CB382,2,CB406,1,2,1.306,14.324,4.2,13.018,2442.2085946838083
CB382,1,CB406,1,3,119.294,120.673,3.99,1.379,2442.2085946838083
CB382,2,CB406,2,4,17.043,99.688,5.17,82.645,2442.2085946838083
CB382,1,CB406,2,5,2.151,6.035,6.15,3.884,2442.2085946838083
CB382,2,CB406,2,5,54.191,62.028,20.14,7.837,2442.2085946838083
CB382,1,CB406,2,7,13.614,97.454,4.58,83.84,2442.2085946838083
CB382,2,CB407,1,1,4.501,5.705,6.56,1.204,2300.816672998201
CB382,1,CB407,1,1,7.881,7.931,4.01,0.05,2300.816672998201
CB382,1,CB407,1,1,44.506,44.949,3.96,0.443,2300.816672998201
CB382,2,CB407,1,3,77.72,80.44,18.85,2.72,2300.816672998201
CB382,1,CB407,1,4,99.635,101.71,3.23,2.075,2300.816672998201
CB382,2,CB407,1,5,88.748,195.48,18.32,106.732,2300.816672998201
CB382,1,CB407,1,6,2.501,3.255,8.42,0.754,2300.816672998201
CB382,1,CB407,1,6,58.734,61.772,4.66,3.038,2300.816672998201
CB382,1,CB407,1,6,80.129,80.794,3.0,0.665,2300.816672998201
CB382,2,CB407,1,7,1.882,11.172,4.2,9.29,2300.816672998201
CB382,2,CB407,2,7,38.351,41.061,6.65,2.71,2300.816672998201
CB382,1,CB407,2,7,48.361,51.606,3.63,3.245,2300.816672998201
CB382,2,CB407,1,7,59.127,59.863,3.21,0.736,2300.816672998201
CB382,1,CB408,1,5,184.125,184.179,3.83,0.054,2263.626217640089
CB382,1,CB410,1,6,27.654,27.756,3.32,0.102,1732.3978156784626
CB382,1,CB410,1,7,68.731,70.375,4.91,1.644,1732.3978156784626
CB382,1,CB412,1,2,34.589,37.287,3.15,2.698,1457.8525745435936
CB382,1,CB412,2,3,34.362,168.534,4.26,134.172,1457.8525745435936
CB382,1,CB412,2,4,64.362,90.451,3.6,26.089,1457.8525745435936
CB382,1,CB412,2,5,76.613,140.503,6.13,63.89,1457.8525745435936
CB382,1,CB412,1,5,171.567,172.878,6.29,1.311,1457.8525745435936
CB382,1,CB412,1,5,187.339,189.634,4.97,2.295,1457.8525745435936
CB382,1,CB412,1,6,48.558,51.241,9.46,2.683,1457.8525745435936
CB382,1,CB412,2,6,60.861,66.459,3.89,5.598,1457.8525745435936
CB382,1,CB412,2,7,75.075,79.512,3.79,4.437,1457.8525745435936
CB382,1,CB414,2,1,3.587,7.976,15.26,4.389,1202.9809008170598
CB382,2,CB414,2,2,1.306,37.887,3.9,36.581,1202.9809008170598
CB382,1,CB414,2,2,73.103,74.661,3.8,1.558,1202.9809008170598
CB382,1,CB414,2,3,34.362,48.766,3.29,14.404,1202.9809008170598
CB382,2,CB414,2,3,121.045,133.653,5.77,12.608,1202.9809008170598
CB382,1,CB414,2,3,150.097,166.743,4.87,16.646,1202.9809008170598
CB382,2,CB414,2,4,12.516,23.699,3.62,11.183,1202.9809008170598
CB382,2,CB414,2,4,55.346,59.314,7.11,3.968,1202.9809008170598
CB382,1,CB414,2,5,11.808,191.488,6.73,179.68,1202.9809008170598
CB382,1,CB414,2,6,-0.025,51.241,3.53,51.266,1202.9809008170598
CB382,2,CB414,2,7,6.654,43.636,3.13,36.982,1202.9809008170598
CB382,1,CB414,2,7,54.172,79.512,10.45,25.34,1202.9809008170598
